epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,2076.87,0.99646,1.01043,1.09462,0.6362,0.51784,0.58342,0.42368,1.14319,1.44033,1.22041,0.000533558,0.000533558,0.000533558
65,2109.78,0.97949,0.99798,1.08571,0.6082,0.54112,0.58366,0.4249,1.14014,1.46701,1.22386,0.000524392,0.000524392,0.000524392
66,2142.38,0.98243,1.00406,1.08566,0.59075,0.53957,0.56086,0.41048,1.13004,1.48682,1.21871,0.000515226,0.000515226,0.000515226
67,2175.33,0.97667,0.98709,1.08303,0.57792,0.53936,0.56131,0.41223,1.12604,1.44882,1.20988,0.00050606,0.00050606,0.00050606
68,2207.64,0.98509,0.98769,1.08402,0.5944,0.50577,0.54513,0.39774,1.17732,1.59257,1.24807,0.000496895,0.000496895,0.000496895
69,2240.44,0.97316,0.98214,1.07753,0.58458,0.51261,0.5391,0.38644,1.18843,1.53384,1.26581,0.000487729,0.000487729,0.000487729
70,2272.63,0.96329,0.97683,1.08552,0.58959,0.53585,0.56244,0.4128,1.16726,1.51566,1.25601,0.000478563,0.000478563,0.000478563
71,2305.45,0.97089,0.97124,1.07964,0.59201,0.5247,0.54755,0.39749,1.15136,1.50485,1.22423,0.000469397,0.000469397,0.000469397
72,2337.66,0.9728,0.95968,1.08375,0.55861,0.46804,0.48907,0.35302,1.2199,1.74903,1.28806,0.000460232,0.000460232,0.000460232
73,2369.59,0.95822,0.9613,1.07307,0.66511,0.50082,0.56002,0.41072,1.16477,1.52881,1.25605,0.000451066,0.000451066,0.000451066
74,2401.84,0.97725,0.97425,1.08672,0.58918,0.53031,0.55424,0.40624,1.15619,1.53226,1.24228,0.0004419,0.0004419,0.0004419
75,2434.1,0.95635,0.94491,1.07386,0.5795,0.53361,0.55761,0.40989,1.13429,1.5214,1.22197,0.000432734,0.000432734,0.000432734
76,2466.54,0.95478,0.93808,1.07234,0.54898,0.54203,0.54569,0.39618,1.20368,1.58772,1.27364,0.000423569,0.000423569,0.000423569
77,2498.39,0.94954,0.94023,1.07352,0.5659,0.55615,0.56301,0.41005,1.14061,1.52171,1.22147,0.000414403,0.000414403,0.000414403
78,2529.72,0.95933,0.93938,1.07551,0.61379,0.51465,0.55527,0.40382,1.15597,1.53376,1.24011,0.000405237,0.000405237,0.000405237
79,2561.79,0.95435,0.94855,1.0746,0.56773,0.51611,0.53559,0.3888,1.19324,1.62479,1.25711,0.000396071,0.000396071,0.000396071
80,2593.82,0.95336,0.93321,1.06905,0.57097,0.5038,0.52943,0.38694,1.16269,1.64963,1.24734,0.000386906,0.000386906,0.000386906
81,2625.25,0.93533,0.91674,1.06011,0.57567,0.50182,0.53583,0.39189,1.16636,1.6059,1.2375,0.00037774,0.00037774,0.00037774
82,2657,0.95621,0.92173,1.07515,0.60303,0.53378,0.56107,0.41293,1.13379,1.46449,1.23586,0.000368574,0.000368574,0.000368574
83,2688.84,0.94568,0.92359,1.07274,0.62215,0.47392,0.54217,0.39801,1.15386,1.66106,1.2546,0.000359409,0.000359409,0.000359409
84,2720.56,0.94033,0.89994,1.06711,0.55368,0.53192,0.54863,0.40227,1.14007,1.52682,1.22826,0.000350243,0.000350243,0.000350243
85,2752.69,0.93628,0.89915,1.06428,0.5519,0.53087,0.53396,0.39182,1.16066,1.64662,1.24841,0.000341077,0.000341077,0.000341077
86,2783.89,0.92676,0.88647,1.05593,0.6059,0.49369,0.53693,0.39081,1.1685,1.6238,1.25411,0.000331911,0.000331911,0.000331911
87,2815.98,0.92134,0.88358,1.05129,0.56788,0.52124,0.54221,0.39791,1.15835,1.63868,1.25112,0.000322745,0.000322745,0.000322745
88,2848.04,0.92531,0.87218,1.05812,0.59834,0.52025,0.55788,0.41032,1.14344,1.6272,1.24798,0.00031358,0.00031358,0.00031358
89,2880.29,0.93463,0.89475,1.06511,0.60105,0.50369,0.53743,0.39454,1.17201,1.64184,1.2599,0.000304414,0.000304414,0.000304414
90,2913.09,0.91803,0.85989,1.05298,0.61687,0.49906,0.54265,0.39598,1.16132,1.59682,1.25048,0.000295248,0.000295248,0.000295248
91,2944.73,0.92074,0.87658,1.05072,0.5728,0.5389,0.54917,0.40075,1.14715,1.6109,1.23576,0.000286083,0.000286083,0.000286083
92,2976.77,0.91803,0.87287,1.0493,0.56678,0.53485,0.54197,0.39591,1.17856,1.6172,1.27361,0.000276917,0.000276917,0.000276917
93,3008.41,0.9065,0.8513,1.04478,0.57622,0.52495,0.54094,0.39841,1.16016,1.61195,1.2645,0.000267751,0.000267751,0.000267751
94,3040.15,0.90827,0.85886,1.05137,0.56978,0.5053,0.52396,0.37971,1.20438,1.6791,1.28322,0.000258585,0.000258585,0.000258585
95,3072.28,0.90893,0.84999,1.05059,0.6374,0.47234,0.53366,0.39504,1.18355,1.76479,1.2784,0.00024942,0.00024942,0.00024942
96,3103.83,0.90467,0.8404,1.04254,0.61137,0.49649,0.53778,0.39488,1.17397,1.6344,1.26832,0.000240254,0.000240254,0.000240254
97,3136.07,0.90227,0.8511,1.04226,0.59744,0.50265,0.54248,0.39692,1.16276,1.65645,1.25354,0.000231088,0.000231088,0.000231088
98,3168.5,0.89085,0.83884,1.03937,0.61678,0.47069,0.518,0.38029,1.17977,1.66326,1.26791,0.000221922,0.000221922,0.000221922
99,3201.12,0.90931,0.84992,1.05029,0.61715,0.50379,0.55253,0.40669,1.14714,1.62755,1.24853,0.000212757,0.000212757,0.000212757
100,3233.23,0.89756,0.82974,1.03879,0.59663,0.50119,0.53825,0.39734,1.15434,1.68098,1.25038,0.000203591,0.000203591,0.000203591
101,3264.73,0.88953,0.82394,1.03839,0.61385,0.4975,0.54643,0.40358,1.138,1.61949,1.23066,0.000194425,0.000194425,0.000194425
102,3296.73,0.88745,0.80745,1.03467,0.60078,0.49793,0.53541,0.39291,1.15297,1.72265,1.24431,0.000185259,0.000185259,0.000185259
103,3329.32,0.89008,0.81051,1.03524,0.58471,0.5043,0.53984,0.39743,1.14612,1.66525,1.24154,0.000176094,0.000176094,0.000176094
104,3361.49,0.88604,0.81737,1.04035,0.57223,0.50026,0.53042,0.3881,1.15876,1.71084,1.25407,0.000166928,0.000166928,0.000166928
105,3394.03,0.89759,0.82143,1.04488,0.55845,0.53237,0.52997,0.39003,1.16052,1.77605,1.24992,0.000157762,0.000157762,0.000157762
106,3425.99,0.8913,0.81326,1.03519,0.60158,0.49193,0.53542,0.39614,1.14658,1.75688,1.2435,0.000148596,0.000148596,0.000148596
107,3457.3,0.87746,0.79881,1.02814,0.58989,0.50567,0.54028,0.39723,1.1376,1.66869,1.24093,0.000139431,0.000139431,0.000139431
108,3489.42,0.87611,0.79477,1.02855,0.58617,0.53551,0.54743,0.40372,1.14646,1.67675,1.25095,0.000130265,0.000130265,0.000130265
109,3520.72,0.87704,0.79951,1.02978,0.57607,0.53126,0.54008,0.39664,1.15246,1.7115,1.24878,0.000121099,0.000121099,0.000121099
110,3552.71,0.86968,0.78544,1.02562,0.5771,0.51046,0.53038,0.38847,1.159,1.75903,1.25119,0.000111933,0.000111933,0.000111933
111,3584.64,0.74422,0.64631,0.95919,0.58422,0.47781,0.50685,0.37401,1.16501,1.78641,1.27213,0.000102768,0.000102768,0.000102768
112,3613.87,0.70806,0.55402,0.94521,0.56226,0.51122,0.51398,0.37697,1.17455,1.71518,1.27995,9.36017e-05,9.36017e-05,9.36017e-05
113,3642.81,0.70584,0.54621,0.94345,0.5313,0.52751,0.51693,0.37765,1.16287,1.72924,1.26515,8.4436e-05,8.4436e-05,8.4436e-05
114,3671.31,0.6993,0.53745,0.9385,0.55019,0.52944,0.52758,0.38757,1.15975,1.72181,1.26664,7.52703e-05,7.52703e-05,7.52703e-05
115,3699.97,0.69299,0.53031,0.93721,0.5824,0.51531,0.53136,0.39044,1.14845,1.7141,1.25678,6.61045e-05,6.61045e-05,6.61045e-05
116,3729,0.68239,0.51131,0.92831,0.56753,0.51994,0.5325,0.39126,1.15088,1.73509,1.2627,5.69387e-05,5.69387e-05,5.69387e-05
117,3756.98,0.68438,0.5121,0.93039,0.5895,0.50437,0.52533,0.38586,1.15441,1.74653,1.26436,4.7773e-05,4.7773e-05,4.7773e-05
118,3785.06,0.6858,0.5152,0.93272,0.59036,0.49175,0.52605,0.3869,1.15591,1.77454,1.26531,3.86073e-05,3.86073e-05,3.86073e-05
119,3813.51,0.67468,0.50352,0.92926,0.58032,0.49539,0.52219,0.3842,1.15892,1.77856,1.26913,2.94415e-05,2.94415e-05,2.94415e-05
120,3841.92,0.69021,0.50982,0.92874,0.57536,0.50259,0.5258,0.38714,1.16181,1.77255,1.27086,2.02757e-05,2.02757e-05,2.02757e-05
