epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,4704.15,0.76682,1.11218,1.07986,0.66547,0.44173,0.51894,0.41571,0.88534,1.23942,0.93279,0.000735204,0.000735204,0.000735204
43,4814.62,0.7623,1.08254,1.07346,0.66297,0.45567,0.52535,0.41933,0.88926,1.21757,0.94308,0.000726038,0.000726038,0.000726038
44,4932.3,0.76318,1.08608,1.06987,0.69469,0.45259,0.52585,0.41935,0.90446,1.22434,0.94949,0.000716873,0.000716873,0.000716873
45,5044.25,0.75283,1.07305,1.07017,0.67598,0.47151,0.52801,0.4204,0.88157,1.1947,0.93162,0.000707707,0.000707707,0.000707707
46,5154.43,0.74345,1.06752,1.06523,0.66244,0.46214,0.53409,0.42795,0.87451,1.20199,0.93135,0.000698541,0.000698541,0.000698541
47,5270.95,0.75148,1.06659,1.06728,0.76127,0.45549,0.52967,0.42422,0.88132,1.20721,0.94126,0.000689376,0.000689376,0.000689376
48,5381.23,0.73956,1.05151,1.06723,0.6867,0.4676,0.53718,0.43029,0.88987,1.17487,0.94178,0.00068021,0.00068021,0.00068021
49,5491.3,0.75002,1.06453,1.06632,0.71439,0.44823,0.52492,0.41919,0.88535,1.20568,0.93852,0.000671044,0.000671044,0.000671044
50,5603.52,0.73747,1.03664,1.06144,0.65188,0.47637,0.53318,0.42532,0.88202,1.17812,0.93096,0.000661878,0.000661878,0.000661878
51,5711.19,0.7395,1.03292,1.06425,0.66436,0.464,0.52143,0.41847,0.88864,1.22733,0.93901,0.000652712,0.000652712,0.000652712
52,5817.86,0.73432,1.02668,1.06255,0.69081,0.46161,0.53519,0.42865,0.89078,1.17705,0.94072,0.000643547,0.000643547,0.000643547
53,5923.92,0.73485,1.01501,1.05821,0.69089,0.47267,0.53634,0.42643,0.87896,1.1769,0.9259,0.000634381,0.000634381,0.000634381
54,6033.52,0.73403,1.01585,1.05754,0.75783,0.45095,0.54052,0.43488,0.8766,1.1681,0.93593,0.000625215,0.000625215,0.000625215
55,6139.6,0.73075,1.01529,1.05841,0.71238,0.46069,0.5324,0.42974,0.87795,1.19598,0.93607,0.000616049,0.000616049,0.000616049
