epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,8802.64,0.53532,0.97057,1.02134,0.58384,0.53261,0.54416,0.45336,0.60527,0.97097,0.78481,0.000551889,0.000551889,0.000551889
63,8945.28,0.54901,0.98997,1.02523,0.64489,0.49292,0.54371,0.45817,0.59414,0.97661,0.7788,0.000542723,0.000542723,0.000542723
64,9087.29,0.54101,0.97223,1.02296,0.60611,0.53525,0.55191,0.46395,0.59188,0.94728,0.7804,0.000533558,0.000533558,0.000533558
65,9233.04,0.53673,0.95892,1.01755,0.59081,0.54254,0.55271,0.46118,0.58905,0.94317,0.77693,0.000524392,0.000524392,0.000524392
66,9372.99,0.54252,0.95781,1.01592,0.59628,0.5292,0.54758,0.46146,0.58552,0.9586,0.77306,0.000515226,0.000515226,0.000515226
67,9515.45,0.53512,0.95407,1.01699,0.57636,0.55134,0.54889,0.45855,0.60592,0.94592,0.79664,0.00050606,0.00050606,0.00050606
68,9657.87,0.54872,0.96267,1.01859,0.58736,0.54796,0.55172,0.46277,0.60538,0.95221,0.79974,0.000496895,0.000496895,0.000496895
69,9798.29,0.53692,0.94728,1.01902,0.55432,0.56626,0.55572,0.46735,0.58685,0.95021,0.77015,0.000487729,0.000487729,0.000487729
70,9939.99,0.52464,0.93351,1.01063,0.57016,0.56106,0.55499,0.46632,0.58173,0.9402,0.77209,0.000478563,0.000478563,0.000478563
71,10080.3,0.52784,0.94054,1.01007,0.59208,0.55017,0.55996,0.47031,0.5803,0.94056,0.77444,0.000469397,0.000469397,0.000469397
72,10221.1,0.52783,0.93435,1.01271,0.66513,0.4974,0.55587,0.46773,0.58184,0.92783,0.77221,0.000460232,0.000460232,0.000460232
73,10362.1,0.52176,0.91014,1.00749,0.6179,0.54628,0.56283,0.47277,0.57708,0.92088,0.77214,0.000451066,0.000451066,0.000451066
74,10503.4,0.53471,0.92194,1.01015,0.58745,0.56602,0.56811,0.47713,0.56828,0.90468,0.75529,0.0004419,0.0004419,0.0004419
